date,date_display,upper_bound,lower_bound,queue,demand,default_aht,default_occupancy,default_shrinkage,default_contracted_hours,default_opening_fte,budget_fte,work_type,concurrency,weekly_open_hours,target_service_level,target_answer_seconds,default_attrition,aht_seconds,occupancy,shrinkage,contracted_hours_per_week,base_layer,growth_layer,seasonality_layer,transformation_layer,operational_layer,resolved_forecast,resolved_demand,budgeted_fte_new,budgeted_fte,ai_deflection,demand_change,productivity_gain,aht_change,occupancy_change,shrinkage_change,effective_aht,effective_productive_hours,workload_hours,net_requirement,gross_requirement,average_interval_volume,erlang_uplift,requirement_vs_budget,available_supply,new_hires,manual_attrition,structural_attrition,total_attrition,attrition,productive_supply,fte_gap,budget_variance,repeat_demand
13/07/2026,13/07/2026,15636,13297,billing,14466,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,14466.0,14605.096153846152,14605.096153846152,12983.93048076923,12334.733956730768,12334.733956730768,12334.733956730768,110,140.7,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1130.68,74.08,74.08,73.42103545673076,1.8075643363981695,-35.92,97.0,0.0,0.0,0.0,0.0,0.0,97.0,22.92,-13.0,0.0
20/07/2026,20/07/2026,13808,11469,billing,12639,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,12639.0,12772.68173076923,12772.68173076923,11278.27796826923,10714.364069855768,10714.364069855768,10714.364069855768,110,137.7,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,982.15,65.05,65.05,63.77597660628434,1.827449392639047,-44.95,96.0,0.0,0.0,1.0,1.0,1.0,96.0,30.95,-14.0,0.0
27/07/2026,27/07/2026,14044,11705,billing,12874,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,12874.0,13022.546153846151,13022.546153846151,11420.772976923075,10849.734328076922,10849.734328076922,10849.734328076922,150,130.7,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,994.56,65.81,65.81,64.58175195283881,1.8256192458753355,-84.19,96.0,0.0,0.0,0.0,0.0,0.0,96.0,30.19,-54.0,0.0
03/08/2026,03/08/2026,14549,12210,billing,13379,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,13379.0,13546.2375,13546.2375,11785.226625,11195.96529375,11195.96529375,11195.96529375,150,141.3,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1026.3,67.74,67.74,66.64265055803571,1.8210903122355275,-82.26,96.0,0.0,0.0,0.0,0.0,0.0,96.0,28.26,-54.0,0.0
10/08/2026,10/08/2026,16019,13680,billing,14849,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,14849.0,15048.890384615384,15048.890384615384,12987.192401923076,12337.832781826924,12337.832781826924,12337.832781826924,150,135.6,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1130.97,74.09,74.09,73.43948084420788,1.8075301050115575,-75.91,95.0,0.0,0.0,1.0,1.0,1.0,95.0,20.91,-55.0,0.0
17/08/2026,17/08/2026,16905,14566,billing,15736,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15736.0,15962.961538461535,15962.961538461535,13680.258038461538,12996.24513653846,12996.24513653846,12996.24513653846,150,134.5,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1191.32,77.75,77.75,77.35860200320512,1.8005369583608144,-72.25,95.0,0.0,0.0,0.0,0.0,0.0,95.0,17.25,-55.0,0.0
24/08/2026,24/08/2026,16689,14350,billing,15520,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15520.0,15758.76923076923,15758.76923076923,13394.953846153849,12725.206153846151,12725.206153846151,12725.206153846151,150,139.0,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1166.48,76.24,76.24,75.74527472527473,1.80334994466126,-73.76,95.0,0.0,0.0,0.0,0.0,0.0,95.0,18.76,-55.0,0.0
31/08/2026,31/08/2026,16877,14538,billing,15707,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15707.0,15963.749038461538,15963.749038461538,13473.404188461538,12799.73397903846,12799.73397903846,12799.73397903846,150,147.7,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1173.31,76.66,76.66,76.1888927323718,1.8025675559324228,-73.34,94.0,0.0,0.0,1.0,1.0,1.0,94.0,17.34,-56.0,0.0
07/09/2026,07/09/2026,16524,14185,billing,15354,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15354.0,15619.742307692306,15619.742307692306,13089.344053846153,13089.344053846153,13089.344053846153,13089.344053846153,150,137.3,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1199.86,78.26,78.26,77.91276222527472,1.7995909476939065,-71.74,94.0,0.0,0.0,0.0,0.0,0.0,94.0,15.74,-56.0,0.0
14/09/2026,14/09/2026,17090,14751,billing,15921,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15921.0,16211.864423076922,16211.864423076922,13472.059335576923,13472.059335576923,13472.059335576923,13472.059335576923,150,144.5,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1234.94,80.38,80.38,80.19082937843407,1.795805610631316,-69.62,94.0,0.0,0.0,0.0,0.0,0.0,94.0,13.62,-56.0,0.0
21/09/2026,21/09/2026,16138,13800,billing,14969,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,14969.0,15256.865384615385,15256.865384615385,12571.657076923077,12571.657076923077,12571.657076923077,12571.657076923077,150,142.6,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1152.4,75.39,75.39,74.83129212454212,1.8049837718651776,-74.61,93.0,0.0,0.0,1.0,1.0,1.0,93.0,17.61,-57.0,0.0
28/09/2026,28/09/2026,16174,13835,billing,15004,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15004.0,15306.965384615383,15306.965384615383,12521.097684615384,12521.097684615384,12521.097684615384,12521.097684615384,150,146.6,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1147.77,75.11,75.11,74.53034336080584,1.8055283113240264,-74.89,93.0,0.0,0.0,0.0,0.0,0.0,93.0,17.89,-57.0,0.0
05/10/2026,05/10/2026,15998,13659,billing,14829,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,14829.0,15142.690384615384,15142.690384615384,12280.721901923076,12280.721901923076,12280.721901923076,12280.721901923076,150,132.1,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1125.73,73.78,73.78,73.0995351304945,1.808163063756615,-76.22,93.0,0.0,0.0,0.0,0.0,0.0,93.0,19.22,-57.0,0.0
12/10/2026,12/10/2026,16739,14400,billing,15570,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15570.0,15914.336538461535,15914.336538461535,12811.040913461537,12811.040913461537,12811.040913461537,12811.040913461537,150,137.1,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1174.35,76.72,76.72,76.25619591346153,1.8024494532479431,-73.28,92.0,0.0,0.0,1.0,1.0,1.0,92.0,15.28,-58.0,0.0
19/10/2026,19/10/2026,16593,14255,billing,15424,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15424.0,15779.93846153846,15779.93846153846,12592.390892307692,12592.390892307692,12592.390892307692,12592.390892307692,150,137.6,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1154.3,75.51,75.51,74.9547076923077,1.804761411398818,-74.49,92.0,0.0,0.0,0.0,0.0,0.0,92.0,16.49,-58.0,0.0
26/10/2026,26/10/2026,16788,14449,billing,15619,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15619.0,15994.456730769229,15994.456730769229,12667.609730769227,12667.609730769227,12667.609730769227,12667.609730769227,150,141.8,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1161.2,75.92,75.92,75.40243887362637,1.8039593125085291,-74.08,92.0,0.0,0.0,0.0,0.0,0.0,92.0,16.08,-58.0,0.0
02/11/2026,02/11/2026,16208,13869,billing,15038,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15038.0,15413.95,15413.95,12115.364699999998,12115.364699999998,12115.364699999998,12115.364699999998,150,134.1,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1110.58,72.86,72.86,72.11526607142856,1.8100208864220009,-77.14,92.0,0.0,0.0,0.0,0.0,0.0,92.0,19.14,-58.0,0.0
09/11/2026,09/11/2026,16436,14097,billing,15267,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15267.0,15663.354807692309,15663.354807692309,12201.753395192309,12201.753395192309,12201.753395192309,12201.753395192309,150,135.3,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1118.49,73.34,73.34,72.6294844951923,1.8090455799510392,-76.66,91.0,0.0,0.0,1.0,1.0,1.0,91.0,17.66,-59.0,0.0
16/11/2026,16/11/2026,17163,14824,billing,15994,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15994.0,16424.60769230769,16424.60769230769,12679.797138461538,12679.797138461538,12679.797138461538,12679.797138461538,150,131.2,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1162.31,75.99,75.99,75.47498296703296,1.803830023972055,-74.01,91.0,0.0,0.0,0.0,0.0,0.0,91.0,15.01,-59.0,0.0
23/11/2026,23/11/2026,17985,15646,billing,16816,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,16816.0,17284.90769230769,17284.90769230769,13240.239292307691,13240.239292307691,13240.239292307691,13240.239292307691,150,139.6,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1213.69,79.1,79.1,78.81094816849816,1.7980788933773737,-70.9,91.0,0.0,0.0,0.0,0.0,0.0,91.0,11.9,-59.0,0.0
30/11/2026,30/11/2026,20121,17782,billing,18951,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,18951.0,19497.66346153846,19497.66346153846,14935.210211538462,14935.210211538462,14935.210211538462,14935.210211538462,150,145.8,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1369.06,88.46,88.46,88.90006078296703,1.7827012816222925,-61.54,90.0,0.0,0.0,1.0,1.0,1.0,90.0,1.54,-60.0,0.0
07/12/2026,07/12/2026,19888,17549,billing,18718,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,18718.0,19275.940384615384,19275.940384615384,14765.370334615383,14765.370334615383,14765.370334615383,14765.370334615383,150,132.6,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1353.49,87.52,87.52,87.88910913461538,1.7841218104652403,-62.48,90.0,0.0,0.0,0.0,0.0,0.0,90.0,2.48,-60.0,0.0
14/12/2026,14/12/2026,18427,16088,billing,17258,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,17258.0,17789.015384615384,17789.015384615384,13626.385784615384,13626.385784615384,13626.385784615384,13626.385784615384,150,132.2,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1249.09,81.23,81.23,81.10943919413918,1.79432452035726,-68.77,90.0,0.0,0.0,0.0,0.0,0.0,90.0,8.77,-60.0,0.0
21/12/2026,21/12/2026,16887,14548,billing,15718,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15718.0,16216.744230769233,16216.744230769233,12422.026080769232,12422.026080769232,12422.026080769232,12422.026080769232,150,134.8,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1138.69,74.56,74.56,73.94063143315019,1.8066049652657936,-75.44,89.0,0.0,0.0,1.0,1.0,1.0,89.0,14.44,-61.0,0.0
28/12/2026,28/12/2026,17545,15206,billing,16375,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,16375.0,16910.33653846154,16910.33653846154,12953.31778846154,12953.31778846154,12953.31778846154,12953.31778846154,150,131.4,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1187.39,77.51,77.51,77.10308207417583,1.8009765897095456,-72.49,89.0,0.0,0.0,0.0,0.0,0.0,89.0,11.49,-61.0,0.0
04/01/2027,04/01/2027,18236,15897,billing,17067,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,17067.0,17641.370192307695,17641.370192307695,13513.289567307696,13513.289567307696,13513.289567307696,13513.289567307696,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1238.72,80.61,80.61,80.43624742445056,1.7954074362863357,-69.39,89.0,0.0,0.0,0.0,0.0,0.0,89.0,8.39,-61.0,0.0
11/01/2027,11/01/2027,18324,15985,billing,17154,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,17154.0,17747.79230769231,17747.79230769231,13594.80890769231,13594.80890769231,13594.80890769231,13594.80890769231,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1246.19,81.06,81.06,80.92148159340661,1.7946255142531926,-68.94,88.0,0.0,0.0,1.0,1.0,1.0,88.0,6.94,-62.0,0.0
18/01/2027,18/01/2027,17940,15601,billing,16771,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,16771.0,17367.660576923077,17367.660576923077,13303.628001923078,13303.628001923078,13303.628001923078,13303.628001923078,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1219.5,79.45,79.45,79.1882619162088,1.7974513899760955,-70.55,88.0,0.0,0.0,0.0,0.0,0.0,88.0,8.55,-62.0,0.0
25/01/2027,25/01/2027,17280,14942,billing,16111,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,16111.0,16699.671153846157,16699.671153846157,12791.948103846156,12791.948103846156,12791.948103846156,12791.948103846156,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1172.6,76.61,76.61,76.1425482371795,1.8026489716277136,-73.39,88.0,0.0,0.0,0.0,0.0,0.0,88.0,11.39,-62.0,0.0
01/02/2027,01/02/2027,16363,14024,billing,15194,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15194.0,15763.775,15763.775,12075.05165,12075.05165,12075.05165,12075.05165,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1106.88,72.63,72.63,71.87530744047619,1.8104795880880025,-77.37,87.0,0.0,0.0,1.0,1.0,1.0,87.0,14.37,-63.0,0.0
08/02/2027,08/02/2027,16184,13845,billing,15014,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15014.0,15591.46153846154,15591.46153846154,11943.05953846154,11943.05953846154,11943.05953846154,11943.05953846154,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1094.78,71.9,71.9,71.08964010989011,1.811997675639366,-78.1,87.0,0.0,0.0,0.0,0.0,0.0,87.0,15.1,-63.0,0.0
15/02/2027,15/02/2027,16924,14585,billing,15755,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15755.0,16376.110576923078,16376.110576923078,12544.100701923078,12544.100701923078,12544.100701923078,12544.100701923078,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1149.88,75.24,75.24,74.66726608287547,1.8052801539204089,-74.76,87.0,0.0,0.0,0.0,0.0,0.0,87.0,11.76,-63.0,0.0
22/02/2027,22/02/2027,18153,15814,billing,16983,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,16983.0,17668.851923076923,17668.851923076923,13534.340573076925,13534.340573076925,13534.340573076925,13534.340573076925,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1240.65,80.73,80.73,80.56155103021977,1.7952048415734625,-69.27,87.0,0.0,0.0,0.0,0.0,0.0,87.0,6.27,-63.0,0.0
01/03/2027,01/03/2027,17100,14761,billing,15930,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15930.0,16588.64423076923,16588.64423076923,12706.901480769233,12706.901480769233,12706.901480769233,12706.901480769233,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1164.8,76.14,76.14,75.63631833791209,1.8035431581797523,-73.86,86.0,0.0,0.0,1.0,1.0,1.0,86.0,9.86,-64.0,0.0
08/03/2027,08/03/2027,16149,13810,billing,14980,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,14980.0,15613.769230769232,15613.769230769232,11960.147230769231,11960.147230769231,11960.147230769231,11960.147230769231,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1096.35,72.0,72.0,71.19135256410257,1.811799728959012,-78.0,86.0,0.0,0.0,0.0,0.0,0.0,86.0,14.0,-64.0,0.0
15/03/2027,15/03/2027,16727,14388,billing,15558,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15558.0,16231.182692307691,16231.182692307691,12433.085942307693,12433.085942307693,12433.085942307693,12433.085942307693,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1139.7,74.62,74.62,74.00646394230769,1.80648413518171,-75.38,86.0,0.0,0.0,0.0,0.0,0.0,86.0,11.38,-64.0,0.0
22/03/2027,22/03/2027,15932,13594,billing,14763,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,14763.0,15415.978846153846,15415.978846153846,11808.639796153846,11808.639796153846,11808.639796153846,11808.639796153846,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1082.46,71.15,71.15,70.28952259615384,1.813569770120211,-78.85,85.0,0.0,0.0,1.0,1.0,1.0,85.0,13.85,-65.0,0.0
29/03/2027,29/03/2027,16483,14145,billing,15314,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15314.0,16006.075,16006.075,12260.653450000002,12260.653450000002,12260.653450000002,12260.653450000002,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1123.89,73.67,73.67,72.98008005952381,1.8083865313893397,-76.33,85.0,0.0,0.0,0.0,0.0,0.0,85.0,11.33,-65.0,0.0
05/04/2027,05/04/2027,16699,14360,billing,15529,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15529.0,16245.723076923075,16245.723076923075,12444.223876923075,12444.223876923075,12444.223876923075,12444.223876923075,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1140.72,74.68,74.68,74.07276117216118,1.8063626149699936,-75.32,85.0,0.0,0.0,0.0,0.0,0.0,85.0,10.32,-65.0,0.0
12/04/2027,12/04/2027,16466,14127,billing,15296,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15296.0,16016.676923076924,16016.676923076924,12268.774523076923,12268.774523076923,12268.774523076923,12268.774523076923,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1124.64,73.71,73.71,73.02841978021979,1.808296035002753,-76.29,85.0,0.0,0.0,0.0,0.0,0.0,85.0,11.29,-65.0,0.0
19/04/2027,19/04/2027,16988,14649,billing,15818,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15818.0,16578.48076923077,16578.48076923077,12699.11626923077,12699.11626923077,12699.11626923077,12699.11626923077,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1164.09,76.1,76.1,75.58997779304029,1.8036254609528808,-73.9,84.0,0.0,0.0,1.0,1.0,1.0,84.0,7.9,-66.0,0.0
26/04/2027,26/04/2027,16776,14437,billing,15607,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15607.0,16372.34326923077,16372.34326923077,12541.214944230773,12541.214944230773,12541.214944230773,12541.214944230773,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1149.61,75.22,75.22,74.65008895375459,1.8053112481235676,-74.78,84.0,0.0,0.0,0.0,0.0,0.0,84.0,8.78,-66.0,0.0
04/05/2026,04/05/2026,4536,3839,complaints,4187,760,78,34,37.5,58,60,call,1,84,90,10,25,760,0.78,0.34,37.5,4187.0,4187.0,4187.0,4040.455,4040.455,4040.455,4040.455,60,73.8,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,852.98,78.15,78.15,24.050327380952385,1.768811576138234,18.15,58.0,0.0,0.0,0.0,0.0,0.0,58.0,-20.15,-2.0,0.0
11/05/2026,11/05/2026,4183,3486,complaints,3835,760,78,34,37.5,58,60,call,1,84,90,10,25,760,0.78,0.34,37.5,3835.0,3835.7375,3835.7375,3682.307999999999,3682.307999999999,3682.307999999999,3761.6568497353032,60,74.9,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,777.38,71.83,71.83,21.9185,1.7837184205594934,11.83,58.0,0.0,0.0,0.0,0.0,0.0,58.0,-13.83,-2.0,79.34884973530387
18/05/2026,18/05/2026,3855,3158,complaints,3507,760,78,34,37.5,58,60,call,1,84,90,10,25,760,0.78,0.34,37.5,3507.0,3508.3488461538464,3508.3488461538464,3350.4731480769233,3350.4731480769233,3350.4731480769233,3398.1431209590523,60,73.8,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,707.32,65.94,65.94,19.94329254807693,1.799612500024135,5.94,58.0,0.0,0.0,0.0,0.0,0.0,58.0,-7.94,-2.0,47.66997288212898
25/05/2026,25/05/2026,3507,2810,complaints,3159,760,78,34,37.5,58,60,call,1,84,90,10,25,760,0.78,0.34,37.5,3159.0,3160.8225,3160.8225,3002.7813749999996,3002.7813749999996,3002.7813749999996,3024.0794457193742,60,77.3,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,633.92,59.73,59.73,17.873698660714282,1.8190174814401632,-0.27,57.0,0.0,0.0,1.0,1.0,1.0,57.0,-2.73,-3.0,21.298070719374845
