date,date_display,upper_bound,lower_bound,queue,demand,default_aht,default_occupancy,default_shrinkage,default_contracted_hours,default_opening_fte,budget_fte,work_type,concurrency,weekly_open_hours,target_service_level,target_answer_seconds,default_attrition,aht_seconds,occupancy,shrinkage,contracted_hours_per_week,base_layer,growth_layer,seasonality_layer,transformation_layer,operational_layer,resolved_forecast,resolved_demand,budgeted_fte_new,budgeted_fte,ai_deflection,demand_change,productivity_gain,aht_change,occupancy_change,shrinkage_change,effective_aht,effective_productive_hours,workload_hours,net_requirement,gross_requirement,average_interval_volume,erlang_uplift,requirement_vs_budget,available_supply,new_hires,manual_attrition,structural_attrition,total_attrition,attrition,productive_supply,fte_gap,budget_variance,repeat_demand
21/09/2026,21/09/2026,15674,13335,billing,14504,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,14504.0,14782.923076923076,14782.923076923076,12181.128615384614,12181.128615384614,12181.128615384614,12181.128615384614,150,142.6,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1116.6,73.22,73.22,72.50671794871793,1.8092774853612272,-76.78,93.0,0.0,0.0,1.0,1.0,1.0,93.0,19.78,-57.0,0.0
28/09/2026,28/09/2026,16436,14097,billing,15267,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15267.0,15575.27596153846,15575.27596153846,12740.57573653846,12740.57573653846,12740.57573653846,12740.57573653846,150,146.6,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1167.89,76.33,76.33,75.83676033653845,1.8031880339526802,-73.67,93.0,0.0,0.0,0.0,0.0,0.0,93.0,16.67,-57.0,0.0
05/10/2026,05/10/2026,15642,13303,billing,14473,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,14473.0,14779.159615384615,14779.159615384615,11985.898448076923,11985.898448076923,11985.898448076923,11985.898448076923,150,132.1,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1098.71,72.14,72.14,71.3446336195055,1.8115022225752613,-77.86,93.0,0.0,0.0,0.0,0.0,0.0,93.0,20.86,-57.0,0.0
12/10/2026,12/10/2026,15876,13537,billing,14707,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,14707.0,15032.25096153846,15032.25096153846,12100.962024038461,12100.962024038461,12100.962024038461,12100.962024038461,150,137.1,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1109.25,72.78,72.78,72.0295358573718,1.8101845039421305,-77.22,92.0,0.0,0.0,1.0,1.0,1.0,92.0,19.22,-58.0,0.0
19/10/2026,19/10/2026,16395,14056,billing,15226,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15226.0,15577.369230769229,15577.369230769229,12430.740646153845,12430.740646153845,12430.740646153845,12430.740646153845,150,137.6,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1139.48,74.61,74.61,73.99250384615384,1.806509744302161,-75.39,92.0,0.0,0.0,0.0,0.0,0.0,92.0,17.39,-58.0,0.0
26/10/2026,26/10/2026,16885,14546,billing,15716,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15716.0,16093.788461538461,16093.788461538461,12746.280461538461,12746.280461538461,12746.280461538461,12746.280461538461,150,141.8,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1168.41,76.36,76.36,75.87071703296704,1.8031280121208293,-73.64,92.0,0.0,0.0,0.0,0.0,0.0,92.0,15.64,-58.0,0.0
02/11/2026,02/11/2026,16840,14501,billing,15670,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15670.0,16061.749999999998,16061.749999999998,12624.535499999998,12624.535499999998,12624.535499999998,12624.535499999998,150,134.1,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1157.25,75.69,75.69,75.14604464285713,1.8044177590900023,-74.31,92.0,0.0,0.0,0.0,0.0,0.0,92.0,16.31,-58.0,0.0
09/11/2026,09/11/2026,15666,13327,billing,14496,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,14496.0,14872.33846153846,14872.33846153846,11585.55166153846,11585.55166153846,11585.55166153846,11585.55166153846,150,135.3,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1062.01,69.91,69.91,68.96161703296703,1.8162390125387935,-80.09,91.0,0.0,0.0,1.0,1.0,1.0,91.0,21.09,-59.0,0.0
16/11/2026,16/11/2026,17518,15179,billing,16348,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,16348.0,16788.13846153846,16788.13846153846,12960.44289230769,12960.44289230769,12960.44289230769,12960.44289230769,150,131.2,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1188.04,77.55,77.55,77.14549340659339,1.8009034683134382,-72.45,91.0,0.0,0.0,0.0,0.0,0.0,91.0,13.45,-59.0,0.0
23/11/2026,23/11/2026,18745,16406,billing,17575,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,17575.0,18065.072115384613,18065.072115384613,13837.845240384613,13837.845240384613,13837.845240384613,13837.845240384613,150,139.6,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1268.47,82.4,82.4,82.3681264308608,1.7923354920796815,-67.6,91.0,0.0,0.0,0.0,0.0,0.0,91.0,8.6,-59.0,0.0
30/11/2026,30/11/2026,20698,18359,billing,19528,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,19528.0,20091.30769230769,20091.30769230769,15389.941692307693,15389.941692307693,15389.941692307693,15389.941692307693,150,145.8,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1410.74,90.97,90.97,91.60679578754579,1.7790143888667198,-59.03,90.0,0.0,0.0,1.0,1.0,1.0,90.0,-0.97,-60.0,0.0
07/12/2026,07/12/2026,18765,16426,billing,17595,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,17595.0,18119.466346153844,18119.466346153844,13879.511221153844,13879.511221153844,13879.511221153844,13882.053004575826,150,132.6,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1272.29,82.63,82.63,82.61613822115383,1.7919489440774912,-67.37,90.0,0.0,0.0,0.0,0.0,0.0,90.0,7.37,-60.0,2.541783421982147
14/12/2026,14/12/2026,18891,16552,billing,17721,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,17721.0,18266.26153846154,18266.26153846154,13991.95633846154,13991.95633846154,13991.95633846154,13991.95633846154,150,132.2,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1282.6,83.26,83.26,83.2854543956044,1.7909143876437597,-66.74,90.0,0.0,0.0,0.0,0.0,0.0,90.0,6.74,-60.0,0.0
21/12/2026,21/12/2026,17250,14911,billing,16080,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,16080.0,16590.23076923077,16590.23076923077,12708.11676923077,12708.11676923077,12708.11676923077,12708.11676923077,150,134.8,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1164.91,76.15,76.15,75.64355219780221,1.8035303173627248,-73.85,89.0,0.0,0.0,1.0,1.0,1.0,89.0,12.85,-61.0,0.0
28/12/2026,28/12/2026,18397,16058,billing,17227,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,17227.0,17790.190384615387,17790.190384615387,13627.285834615388,13627.285834615388,13627.285834615388,13627.285834615388,150,131.4,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1249.17,81.24,81.24,81.1147966346154,1.7943159563302238,-68.76,89.0,0.0,0.0,0.0,0.0,0.0,89.0,7.76,-61.0,0.0
04/01/2027,04/01/2027,17896,15557,billing,16727,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,16727.0,17289.927884615387,17289.927884615387,13244.084759615387,13244.084759615387,13244.084759615387,13244.084759615387,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1214.04,79.12,79.12,78.8338378548535,1.798040697656502,-70.88,89.0,0.0,0.0,0.0,0.0,0.0,89.0,9.88,-61.0,0.0
11/01/2027,11/01/2027,18803,16464,billing,17633,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,17633.0,18243.37307692308,18243.37307692308,13974.423776923079,13974.423776923079,13974.423776923079,13974.423776923079,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1280.99,83.16,83.16,83.18109391025642,1.7910748747016854,-66.84,88.0,0.0,0.0,1.0,1.0,1.0,88.0,4.84,-62.0,0.0
18/01/2027,18/01/2027,18123,15784,billing,16953,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,16953.0,17556.13557692308,17556.13557692308,13447.99985192308,13447.99985192308,13447.99985192308,13447.99985192308,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1232.73,80.25,80.25,80.0476181662088,1.79603880680765,-69.75,88.0,0.0,0.0,0.0,0.0,0.0,88.0,7.75,-62.0,0.0
25/01/2027,25/01/2027,16812,14474,billing,15643,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15643.0,16214.571153846155,16214.571153846155,12420.361503846154,12420.361503846154,12420.361503846154,12420.361503846154,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1138.53,74.55,74.55,73.93072323717949,1.8066231649055706,-75.45,88.0,0.0,0.0,0.0,0.0,0.0,88.0,13.45,-62.0,0.0
01/02/2027,01/02/2027,16272,13933,billing,15102,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15102.0,15668.325,15668.325,12001.936950000001,12001.936950000001,12001.936950000001,12001.936950000001,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1100.18,72.23,72.23,71.44010089285715,1.8113174122407754,-77.77,87.0,0.0,0.0,1.0,1.0,1.0,87.0,14.77,-63.0,0.0
08/02/2027,08/02/2027,16067,13728,billing,14898,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,14898.0,15471.000000000002,15471.000000000002,11850.786000000002,11850.786000000002,11850.786000000002,11850.786000000002,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1086.32,71.39,71.39,70.54039285714286,1.8130739753452265,-78.61,87.0,0.0,0.0,0.0,0.0,0.0,87.0,15.61,-63.0,0.0
15/02/2027,15/02/2027,16915,14576,billing,15746,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15746.0,16366.755769230771,16366.755769230771,12536.93491923077,12536.93491923077,12536.93491923077,12536.93491923077,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1149.22,75.2,75.2,74.62461261446887,1.805357385404381,-74.8,87.0,0.0,0.0,0.0,0.0,0.0,87.0,11.8,-63.0,0.0
22/02/2027,22/02/2027,16660,14321,billing,15491,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15491.0,16116.598076923077,16116.598076923077,12345.314126923076,12345.314126923076,12345.314126923076,12345.314126923076,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1131.65,74.14,74.14,73.48401266025641,1.8074475149400153,-75.86,87.0,0.0,0.0,0.0,0.0,0.0,87.0,12.86,-63.0,0.0
01/03/2027,01/03/2027,17039,14700,billing,15870,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15870.0,16526.16346153846,16526.16346153846,12659.04121153846,12659.04121153846,12659.04121153846,12659.04121153846,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1160.41,75.88,75.88,75.35143578296703,1.8040503222919495,-74.12,86.0,0.0,0.0,1.0,1.0,1.0,86.0,10.12,-64.0,0.0
08/03/2027,08/03/2027,16602,14263,billing,15433,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15433.0,16085.934615384616,16085.934615384616,12321.825915384616,12321.825915384616,12321.825915384616,12321.825915384616,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1129.5,74.01,74.01,73.34420187728938,1.8077070648710631,-75.99,86.0,0.0,0.0,0.0,0.0,0.0,86.0,11.99,-64.0,0.0
15/03/2027,15/03/2027,17294,14955,billing,16125,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,16125.0,16822.716346153848,16822.716346153848,12886.200721153848,12886.200721153848,12886.200721153848,12886.200721153848,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1181.24,77.14,77.14,76.70357572115385,1.801668352342669,-72.86,86.0,0.0,0.0,0.0,0.0,0.0,86.0,8.86,-64.0,0.0
22/03/2027,22/03/2027,15710,13371,billing,14540,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,14540.0,15183.115384615385,15183.115384615385,11630.266384615385,11630.266384615385,11630.266384615385,11630.266384615385,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1066.11,70.16,70.16,69.2277760989011,1.8156978540358137,-79.84,85.0,0.0,0.0,1.0,1.0,1.0,85.0,14.84,-65.0,0.0
29/03/2027,29/03/2027,16377,14038,billing,15208,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15208.0,15895.284615384617,15895.284615384617,12175.788015384616,12175.788015384616,12175.788015384616,12175.788015384616,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1116.11,73.19,73.19,72.47492866300367,1.809337631191077,-76.81,85.0,0.0,0.0,0.0,0.0,0.0,85.0,11.81,-65.0,0.0
05/04/2027,05/04/2027,16455,14117,billing,15286,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15286.0,15991.507692307694,15991.507692307694,12249.494892307694,12249.494892307694,12249.494892307694,12249.494892307694,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1122.87,73.6,73.6,72.91366007326008,1.8085110224396828,-76.4,85.0,0.0,0.0,0.0,0.0,0.0,85.0,11.4,-65.0,0.0
12/04/2027,12/04/2027,16870,14531,billing,15700,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15700.0,16439.71153846154,16439.71153846154,12592.81903846154,12592.81903846154,12592.81903846154,12592.81903846154,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1154.34,75.51,75.51,74.95725618131868,1.8047568255196706,-74.49,85.0,0.0,0.0,0.0,0.0,0.0,85.0,9.49,-65.0,0.0
19/04/2027,19/04/2027,16940,14602,billing,15771,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15771.0,16529.221153846156,16529.221153846156,12661.383403846155,12661.383403846155,12661.383403846155,12661.383403846155,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1160.63,75.89,75.89,75.36537740384617,1.8040254357246184,-74.11,84.0,0.0,0.0,1.0,1.0,1.0,84.0,8.11,-66.0,0.0
26/04/2027,26/04/2027,16832,14493,billing,15662,350,85,27,37.5,100,110,call,1,84,80,20,18,350,0.91,0.23,37.5,15662.0,16430.040384615386,16430.040384615386,12585.410934615385,12585.410934615385,12585.410934615385,12585.410934615385,150,,0.15,-0.05,0.05,-20.0,3.0,-2.0,330.0,30.31875,1153.66,75.47,75.47,74.91316032509158,1.80483620682068,-74.53,84.0,0.0,0.0,0.0,0.0,0.0,84.0,8.53,-66.0,0.0
04/05/2026,04/05/2026,4667,3970,complaints,4318,760,78,34,37.5,58,60,call,1,84,90,10,25,760,0.78,0.34,37.5,4318.0,4318.0,4318.0,4166.87,4166.87,4166.87,4166.87,60,73.8,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,879.67,80.38,80.38,24.802797619047617,1.7640146872340396,20.38,58.0,0.0,0.0,0.0,0.0,0.0,58.0,-22.38,-2.0,0.0
11/05/2026,11/05/2026,4092,3395,complaints,3743,760,78,34,37.5,58,60,call,1,84,90,10,25,760,0.78,0.34,37.5,3743.0,3743.7198076923073,3743.7198076923073,3593.971015384615,3593.971015384615,3593.971015384615,3685.797790161765,60,74.9,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,758.73,70.26,70.26,21.392684615384614,1.7877337174157748,10.26,58.0,0.0,0.0,0.0,0.0,0.0,58.0,-12.26,-2.0,91.82677477715
18/05/2026,18/05/2026,4014,3317,complaints,3665,760,78,34,37.5,58,60,call,1,84,90,10,25,760,0.78,0.34,37.5,3665.0,3666.4096153846153,3666.4096153846153,3501.4211826923074,3501.4211826923074,3501.4211826923074,3541.7203666058335,60,73.8,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,739.19,68.62,68.62,20.841792754120878,1.7921024585185306,8.62,58.0,0.0,0.0,0.0,0.0,0.0,58.0,-10.62,-2.0,40.29918391352599
25/05/2026,25/05/2026,3765,3068,complaints,3416,760,78,34,37.5,58,60,call,1,84,90,10,25,760,0.78,0.34,37.5,3416.0,3417.9707692307693,3417.9707692307693,3247.072230769231,3247.072230769231,3247.072230769231,3279.417906804221,60,77.3,0.0,0.0,0.0,0.0,0.0,0.0,760.0,24.749999999999996,685.49,64.09,64.09,19.3278108974359,1.8050564808652685,4.09,57.0,0.0,0.0,1.0,1.0,1.0,57.0,-7.09,-3.0,32.345676034989935
